LEVEL	CODE	version	NATIONAL_TITLE_BE_NL	NATIONAL_TITLE_BE_FR	NATIONAL_TITLE_BE_DE	NATIONAL_TITLE_BE_EN
5	90.202	2025	Beoefening van uitvoerende kunsten door artistieke ensembles	Réalisation de spectacles par des ensembles artistiques	Darbietungen von Künstlergruppen im Bereich der darstellenden Kunst	Activities of performing arts by artistic troupes
3	90.3	2025	Ondersteunende activiteiten voor scheppende en uitvoerende kunst	Activités de soutien à la création artistique et aux spectacles	Erbringung von Dienstleistungen für kunstschaffende und darstellende Künste	Support activities to arts creation and performing arts
4	90.31	2025	Exploitatie van kunstfaciliteiten en -locaties	Gestion de lieux d’exposition artistique et de salles de spectacles	Betrieb von Einrichtungen für kunstschaffende und darstellende Künste	Operation of arts facilities and sites
5	90.311	2025	Exploitatie van schouwburgen, concertzalen en dergelijke	Gestion de salles de théâtre, de concerts et similaires	Betrieb von Schauspielhäusern, Konzerthallen uä	Operation of concert and theatre halls and similar facilities
7	90.31101	2025	Exploitatie van schouwburgen, theaters, concertzalen, music-halls, cabarets en andere accomodaties voor podiumkunst	Exploitation de salles de concert, de théâtre,music-halls, cabarets et autres salles de spectacles	Betrieb von Konzertsälen, Theatern, Music-Halls, Cabarets und sonstigen Aufführungssälen	Operation of concert halls, theatre, music halls, cabarets and other theatres
7	90.31102	2025	Exploitatie van geluidsopnamestudio's voor rekening van derden	Exploitation de studios d'enregistrements sonores pour compte de tiers	Betrieb von Tonstudios für Dritte	Operation of sound recording studios for third parties
5	90.312	2025	Exploitatie van culturele centra en multifunctionele zalen ten behoeve van culturele activiteiten	Gestion de centres culturels et de salles multifonctionnelles à vocation culturelle	Betrieb von Kulturzentren und Multifunktionssälen	Operation of cultural centres and multi-purpose halls for cultural activities
7	90.31201	2025	Beheer en exploitatie van culturele centra	Gestion et exploitation de centres culturels	Verwaltung und Betrieb von Kulturzentren	Management and operation of cultural centres
7	90.31202	2025	Beheer en exploitatie van multifunctionele centra en evenementenhallen, overwegend ten behoeve van de scheppende en uitvoerende kunst	Gestion et exploitation de centres polyvalents, principalement destinés à des activités dans le domaine de l'art dramatique et de la musique	Verwaltung und Betrieb von Multifunktionszentren und Veranstaltungshallen, hauptsächlich für Tätigkeiten im Bereich der schaffenden und darstellenden Kunst	Management and operation of multi-purpose centres, mainly for drama and music activities
4	90.39	2025	Andere ondersteunende activiteiten voor scheppende en uitvoerende kunst	Autres activités de soutien à la création artistique et aux spectacles	Erbringung von sonstigen Dienstleistungen für kunstschaffende und darstellende Künste	Other support activities to arts and performing arts
5	90.391	2025	Promotie en organisatie van scheppende en uitvoerende kunstevenementen	Promotion et organisation de créations artistiques et de spectacles	Förderung und Organisation von Veranstaltungen im Bereich der kunstschaffende und darstellende Künste	Promotion and organisation of artistic creations and live performances
5	90.392	2025	Ontwerp en bouw van podia en decors	Conception et réalisation de scènes et de décors	Kulissenentwurf und -bau	Design and buidling of stage-set and scene
5	90.393	2025	Gespecialiseerde beeld-, verlichtings- en geluidstechnieken	Services spécialisés du son, de l'image et de l'éclairage	Spezialisierte Bild-, Beleuchtungs- und Tontechniken	Specialised services for sound, image and light
5	90.399	2025	Andere ondersteunende activiteiten voor scheppende en uitvoerende kunst, n.e.g.	Autres activités de soutien à la création artistique et aux spectacles, n.c.a.	Erbringung von sonstigen Dienstleistungen für kunstschaffende und darstellende Künste a.n.g.	Other support activities to arts and performing arts, n.e.c.
2	91     	2025	Activiteiten van bibliotheken, archieven, musea en overige culturele activiteiten	Bibliothèques, archives, musées et autres activités culturelles	Bibliotheken, Archive, Museen, botanische und zoologische Gärten	Libraries, archives, museums and other cultural activities
3	91.1	2025	Activiteiten van bibliotheken en archieven	Activités des bibliothèques et centres d’archives	Bibliotheken und Archive	Library and archive activities
4	91.11	2025	Activiteiten van bibliotheken	Activités des bibliothèques	Bibliotheken	Library activities
5	91.110	2025	Activiteiten van bibliotheken	Activités des bibliothèques	Bibliotheken	Library activities
7	91.11001	2025	Opzoeken en bijeenbrengen van een al dan niet gespecialiseerde collectie	Recherche et gestion de collections d'ouvrages spécialisés ou non	Suche und Verwaltung von Sammlungen spezialisierter oder nicht spezialisierter Werke	Research and management of specialised and non-specialised collections
7	91.11002	2025	Samenstellen van catalogi	Etablissement de catalogues	Erstellung von Katalogen	Establishment of catalogues
7	91.11003	2025	Uitlenen van boeken, kaarten, tijdschriften, films, grammofoonplaten, CD's, banden, kunstwerken, enz.	Prêt à stockage de livres, de cartes, de périodiques, de films, de disques, de bandes magnétiques, d'oeuvres d'art, etc.	Lagerraum für Bücher, Karten, Zeitschriften, Filme, Schallplatten, Magnetbänder, Kunstwerke usw	Preparing for storage of books, cards, periodicals, films, records, magnetic tapes, works of art, etc.
7	91.11004	2025	Opzoeken van informatie op verzoek	Activités de recherche visant à répondre aux demandes d'information	Forschungstätigkeiten zwecks Beantwortung von Informationsanfragen	Research activities to respond to requests for information
4	91.12	2025	Activiteiten van archieven	Activités des centres d’archives	Archive	Archive activities
5	91.120	2025	Activiteiten van archieven	Activités des centres d’archives	Archive	Archive activities
7	91.12001	2025	Bijhouden van historische archieven	Tenue des archives historiques	Führung historischer Archive	Holding of historical archives
3	91.2	2025	Activiteiten van musea, collecties, historische locaties en monumenten	Activités des musées, collections, monuments et sites historiques	Museen, Sammlungen, historische Stätten und Denkmäler	Museum, collection, historical site and monument activities
4	91.21	2025	Activiteiten van musea en collecties	Activités des musées et collections	Museen und Sammlungen	Museum and collection activities
5	91.210	2025	Activiteiten van musea en collecties	Activités des musées et collections	Museen und Sammlungen	Museum and collection activities
7	91.21001	2025	Exploitatie van musea, inclusief openluchtmusea : kunstmusea, musea van sieraden, meubelen, kleding, aardewerk, zilverwerk, enz.; natuurhistorische musea, musea voor wetenschappen en techniek, enz.	Gestion des musées, y compris les musées en plein air: musées d'art, d'orfèvrerie, de meubles, de costumes, de céramiques, d'argenterie, etc.; musées d'histoire naturelle, des sc et techniques, etc.	Verwaltung von Museen aller Art, einschließlich Freilichtmuseen: Kunst-, Schmuck-, Möbel-, Kleidungs-, Keramik-, Silberwarenmuseen usw; Naturgeschichtemuseen, Wissenschaftsmuseen, Technikmuseen usw	Museums activities, including open-air museums: museums of art, goldsmithery, furniture, costumes, ceramics, silverware, etc. ; natural history museums, science and technology, etc.
4	91.22	2025	Activiteiten van historische locaties en monumenten	Activité des sites et monuments historiques	Historische Stätten und Denkmäler	Historical site and monument activities
5	91.220	2025	Activiteiten van historische locaties en monumenten	Activité des sites et monuments historiques	Historische Stätten und Denkmäler	Historical site and monument activities
7	91.22001	2025	Instandhouding (inclusief opgravingswerken) van historische plaatsen en gebouwen	Préservation de sites (y compris les fouilles) et de bâtiments historiques	Instandhaltung (einschließlich Ausgrabungen) von historischen Stätten und Gebäuden	Preservation of sites (including excavations) and historic buildings
7	91.22002	2025	Monumentenzorg	Conservation de monuments historiques	Erhaltung historischer Monumente	Conservation of historical monuments
3	91.3	2025	Instandhouding, restauratie en andere ondersteunende activiteiten voor cultureel erfgoed	Conservation, restauration et autres activités de soutien pour la préservation du patrimoine culturel	Konservierung, Restaurierung und sonstige unterstützende Tätigkeiten für das kulturelle Erbe	Conservation, restoration and other support activities for cultural heritage
4	91.30	2025	Instandhouding, restauratie en andere ondersteunende activiteiten voor cultureel erfgoed	Conservation, restauration et autres activités de soutien pour la préservation du patrimoine culturel	Konservierung, Restaurierung und sonstige unterstützende Tätigkeiten für das kulturelle Erbe	Conservation, restoration and other support activities for cultural heritage
5	91.300	2025	Instandhouding, restauratie en andere ondersteunende activiteiten voor cultureel erfgoed	Conservation, restauration et autres activités de soutien pour la préservation du patrimoine culturel	Konservierung, Restaurierung und sonstige unterstützende Tätigkeiten für das kulturelle Erbe	Conservation, restoration and other support activities for cultural heritage
3	91.4	2025	Activiteiten van botanische tuinen, dierentuinen en natuurreservaten	Activités de gestion de jardins botaniques et zoologiques et de réserves naturelles	Botanische und zoologische Gärten sowie Naturparks	Botanical and zoological garden and nature reserve activities
4	91.41	2025	Activiteiten van botanische tuinen en dierentuinen	Activités de gestion de jardins botaniques et zoologiques	Botanische und zoologische Gärten	Botanical and zoological garden activities
5	91.410	2025	Activiteiten van botanische tuinen en dierentuinen	Activités de gestion de jardins botaniques et zoologiques	Botanische und zoologische Gärten	Botanical and zoological garden activities
7	91.41001	2025	Exploitatie van botanische tuinen, dierentuinen, kinderboerderijen, natuur- en wildreservaten	Gestion de jardins botaniques et zoologiques, des zoos pour enfants, des réserves et parcs naturels, y compris la protection de la flore et de la faune	Verwaltung von botanischer und zoologischer Gärten, Kinderzoos, Naturschutzgebeiten und Naturparks, einschließlich Schutz von Flora und Fauna	Botanical and zoological garden services, zoos for children, nature reserves and parks, including the protection of flora and fauna
4	91.42	2025	Beheer en instandhouding van natuurreservaten	Activités de gestion de réserves naturelles	Naturparks	Nature reserve activities
5	91.420	2025	Beheer en instandhouding van natuurreservaten	Activités de gestion de réserves naturelles	Naturparks	Nature reserve activities
7	91.42001	2025	Instandhouding van het natuurlijk patrimonium	Conservation du patrimoine naturel	Pflege des Naturerbes	Conservation of natural heritage
7	91.42002	2025	Exploitatie van overige toeristische bezienswaardigheden (grotten en dergelijke)	Exploitation d'autres curiosités touristiques (grottes et similaires)	Betrieb von sonstigen touristischen Sehenswürdigkeiten (Höhlen und Ähnliches)	Operation of other tourist attractions (caves and similar)
2	92     	2025	Activiteiten van loterijen en kansspelen	Activités de jeux d’argent et de paris	Spiel-, Wett- und Lotteriewesen	Gambling and betting activities
3	92.0	2025	Activiteiten van loterijen en kansspelen	Activités de jeux d’argent et de paris	Spiel-, Wett- und Lotteriewesen	Gambling and betting activities
4	92.00	2025	Activiteiten van loterijen en kansspelen	Activités de jeux d’argent et de paris	Spiel-, Wett- und Lotteriewesen	Gambling and betting activities
5	92.000	2025	Activiteiten van loterijen en kansspelen	Activités de jeux d’argent et de paris	Spiel-, Wett- und Lotteriewesen	Gambling and betting activities
7	92.00001	2025	Organisatie van loterijen, lotto's, pronostieken, weddingschappen, enz.	Organisation de loteries, lotos, pronostics,paris mutuels, etc.	Organisation von Lotterien, Lottospielen, Glücksspielen, Wetten usw	Organisation of lotteries, lottos, forecasting, pool betting activities, etc.
7	92.00002	2025	Exploitatie van casino's en speelzalen	Exploitation de casinos et de salles de jeux	Betrieb von Kasinos und Spielsälen	Operation of casinos and gambling halls
7	92.00003	2025	Exploitatie van gokautomaten en dergelijke, waarbij de winst onder de vorm van speciën uitgekeerd wordt	Exploitation de machines à sous basées sur le hasard avec gain d'argent	Betrieb von Glücksspielautomaten und Ähnliches, mit Geldgewinn	Cash-based slot machine operations
7	92.00004	2025	Activiteiten ivm de verkoop van loterijbriefjes, het afleveren en inzamelen van deelnemingsformulieren, enz.	Activités liées à la vente de billets de loterie, la distribution et la collecte de bulletins de participation, etc.	Tätigkeiten im Bereich des Verkaufs von Lotteriescheinen, der Verteilung und Einsammlung von Teilnahmescheinen usw	Activities related to the trade of lottery tickets, distribution and collection of tickets, etc.
2	93     	2025	Sport, ontspanning en recreatie	Activités sportives et activités récréatives et de loisirs	Erbringung von Dienstleistungen des Sports, der Unterhaltung und der Erholung	Sports activities and amusement and recreation activities
3	93.1	2025	Sport	Activités sportives	Erbringung von Dienstleistungen des Sports	Sports activities
4	93.11	2025	Exploitatie van sportaccommodaties	Gestion d’installations sportives	Betrieb von Sportanlagen	Operation of sports facilities
5	93.110	2025	Exploitatie van sportaccommodaties	Gestion d’installations sportives	Betrieb von Sportanlagen	Operation of sports facilities
7	93.11001	2025	Beheer en  exploitatie van sportcentra die kunnen gebruikt worden voor de beoefening van diverse sporten en disciplines	Gestion et exploitation de centres sportifs destinés à accueillir des événements ou des disciplines sportifs de toute nature	Verwaltung und der Betrieb von Sportzentren für die Ausübung verschiedener Sportarten und Disziplinen	Management and operation of sports centres for hosting sporting events or disciplines of any kind
7	93.11002	2025	Beheer en exploitatie van multifunctionele centra, overwegend gebruikt voor sportbeoefening	Gestion et exploitation de centres polyvalents, principalement destinés à la pratique du sport	Verwaltung und Betrieb von hauptsächlich für die Sportausübung bestimmte Multifunktionszentren	Management and operation of multi-purpose centres, mainly intended for the practice of sport
7	93.11003	2025	Exploitatie van voetbalstadions, zwembaden, atletiekbanen, golfbanen, tennisvelden, schaatsbanen, schietstanden, bowlings, gespecialiseerde zalen en arena's, enz.	Exploitation de stades de football, piscines, stades d'athlétisme, établissements de bowling, terrains de golf, courts de tennis, patinoires, stands de tir, salles et arènes spécialisées, etc.	Betrieb von Fussballstadien, Schwimmbädern, Leichtathletikbahnen, Bowlingbahnen, Golfplätzen, Tennisplätzen, Eislaufhallen, Schiessständen, sowie sonstigen spezialisierten Sportsälen und -plätzen	Operation of football stadiums, swimming pools, athletic stadiums, bowling facilities, golf courses, tennis courts, skating rinks, shooting ranges, specialised halls and arenas, etc.
7	93.11004	2025	Vlieghavens voor sportvliegtuigen	Exploitation d'aérodromes de tourisme	Betrieb von Sportflughäfen	Operation of tourist aerodromes
7	93.11005	2025	Racecircuits, velodrooms, enz.	Exploitation de circuits automobiles, vélodromes, etc.	Betrieb von Autorennstrecken, Radrennbahnen usw	Operation of race tracks, velodromes, etc.
7	93.11006	2025	Organisatie en uitvoering van sportevenementen : voetbal, wielrennen, bowling, zwemmen, golf, boksen, worstelen, en andere vechtsporten, bodybuilding, wintersporten, enz.	Organisation et gestion d'activités sportives: clubs de foot, de cyclisme, de bowling, de natation, de golf, de boxe, de lutte et autres arts martiaux, de musculation, assoc de sports d'hiver, etc.	Organisation und Verwaltung von sportlichen Tätigkeiten: Fussball-, Fahrrad-, Bowling-, Schwimm-, Golf-, Box-, Ringerclubs und Vereine für sonstige  Kampfsportarten, Boldy Building, Wintersport usw	Organisation and management of sports activities: soccer, cycling, bowling, swimming, golf, boxing, wrestling and other martial arts, body building, winter sports associations, etc.
4	93.12	2025	Activiteiten van sportclubs	Activités des clubs de sports	Sportvereine	Activities of sports clubs
5	93.121	2025	Activiteiten van voetbalclubs	Activités des clubs de football	Tätigkeiten von Fußballclubs	Activities of football clubs
5	93.122	2025	Activiteiten van tennisclubs	Activités des clubs de tennis	Tätigkeiten von Tennisclubs	Activities of tennis clubs
5	93.123	2025	Activiteiten van overige balsportclubs	Activités des clubs d'autres sports de ballon	Tätigkeiten von sonstigen Ballsportclubs	Activities of other ball sports clubs
5	93.124	2025	Activiteiten van wielerclubs	Activités des clubs cyclistes	Tätigkeiten von Fahrradclubs	Activities of cycling clubs
5	93.125	2025	Activiteiten van vechtsportclubs	Activités des clubs de sports de combat	Tätigkeiten von Kampfsportclubs	Activities of martial art clubs
5	93.126	2025	Activiteiten van watersportclubs	Activités des clubs de sports nautiques	Tätigkeiten von Wassersportclubs	Activities of water sports clubs
5	93.127	2025	Activiteiten van paardensportclubs	Activités des clubs équestres	Tätigkeiten von Pferdesportclubs	Activities of equestrian sports clubs
5	93.128	2025	Activiteiten van atletiekclubs	Activités des clubs d'athlétisme	Tätigkeiten von Leichtathletikclubs	Activities of athletic clubs
5	93.129	2025	Activiteiten van overige sportclubs	Activités des clubs d'autres sports	Tätigkeiten von sonstigen Sportclubs	Activities of other sports clubs
7	93.12901	2025	Activiteiten ivm sportwedstrijden met dieren (paarden, windhonden, duiven,enz)	Activités liées aux courses et concours d'animaux (chevaux, lévriers, pigeons, etc.)	Tätigkeiten im Zusammenhang mit Tierrennen und -wettbewerben (Pferde, Windhunde, Tauben usw)	Activities related to races and contests of animals (horses, greyhounds, pigeons, etc.)
7	93.12902	2025	Activiteiten ivm mechanische sporten (auto's, motorrijwielen, karts, enz.	Activités liées aux sport mécaniques (automobiles, motos, karts, etc.)	Tätigkeiten im Zusammenhang mit Motorsport (Autos, Motorräder, Karts usw)	Activities related to mechanical sports (cars, motorcycles, karts, etc.)
7	93.12903	2025	Jacht en de visvangst als sport of recreatie	Pratique de la chasse et de la pêche en tant que sports ou activités de loisir	Jagd und Fischerei als Sport oder Freizeittätigkeit	Practice of hunting and fishing as sports or leisure activities
7	93.12904	2025	Activiteiten ivm zeilwedstrijden, waterski, jetski, deltavliegen, zweefvliegen, vliegen met ULM's, met sportof toerismevliegtuigen, enz.	Activités liées aux régates, ski nautique, jetski, deltaplane, vol à voile, vol en ULM, en avion de tourisme ou de sport, etc.	Tätigkeiten im Zusammenhang mit Segelregatten, Wasserski, Jet-Ski, Drachenfliegen, Segelfliegen, Ultraleichtfliegen, Sportfliegen usw	Activities related to regattas, water skiing, jet skiing, hang-gliding, gliding, micro lighting, sightseeing or sports, etc.
4	93.13	2025	Activiteiten van fitnesscentra	Activités des centres de fitness	Fitnesszentren	Activities of fitness centres
5	93.130	2025	Activiteiten van fitnesscentra	Activités des centres de fitness	Fitnesszentren	Activities of fitness centres
7	93.13001	2025	Exploitatie van gymnastiekzalen, fitnesscentra, centra voor de beoefening van aerobic, bodybuilding, enz. inclusief de begeleiding van de clientèle op sportief gebied	Exploitation de salles de gymnastique et de centres de fitness, de musculation, d'aérobic, de body-building, etc., y compris l'accompagnement de la clientèle sur le plan sportif	Betrieb von Turnsälen und Fitness-, Bodybuilding-, Aerobiczentren usw einschließlich sportliche Betreuung der Kunden	Operation of gymnasiums and fitness centres, weight training, aerobics, body-building, etc., including support for customers in sports
4	93.19	2025	Sportactiviteiten, n.e.g.	Activités sportives n.c.a.	Erbringung von Dienstleistungen des Sports a.n.g.	Sports activities n.e.c.
5	93.191	2025	Activiteiten van sportbonden en -federaties	Activités des ligues et des fédérations sportives	Tätigkeiten von Sportvereinigungen und Sportverbänden	Activities of sports leagues and federations
5	93.192	2025	Activiteiten van zelfstandig werkende sportbeoefenaars	Activités des sportifs indépendants	Tätigkeiten von selbständigen Sportlern	Activities of self-employed sportspeople
5	93.199	2025	Overige sportactiviteiten, n.e.g.	Autres activités sportives n.c.a.	Sonstige sportliche Tätigkeiten a.n.g.	Other sports activities n.e.c.
7	93.19901	2025	Promotie en organisatie van sportevenementen, als zelfstandige activiteit of voor rekening van derden	Promotion et organisation d'événements sportifs tant pour compte propre que pour le compte de tiers	Förderung und Organisation von Sportveranstaltungen sowohl auf eigene Rechnung als auch für Rechnung Dritter	Promotion and organisation of sporting events for own account and on behalf of third parties
7	93.19902	2025	Ondersteunende diensten ivm de sportbeoefening	Activités de services connexes	Nebendienstleistungen	Related service activities
3	93.2	2025	Activiteiten op het gebied van ontspanning en recreatie	Activités récréatives et de loisirs	Erbringung von sonstigen Dienstleistungen der Unterhaltung und der Erholung	Amusement and recreation activities
4	93.21	2025	Activiteiten van pret- en themaparken	Activités des parcs d’attractions et parcs à thèmes	Vergnügungs- und Themenparks	Activities of amusement parks and theme parks
5	93.210	2025	Activiteiten van pret- en themaparken	Activités des parcs d’attractions et parcs à thèmes	Vergnügungs- und Themenparks	Activities of amusement parks and theme parks
7	93.21001	2025	Exploitatie van pretparken	Exploitation de parcs d'attractions	Betrieb von Erlebnisparks	Operation of amusement parks
4	93.29	2025	Ontspanning en recreatie, n.e.g.	Activités récréatives et de loisirs n.c.a.	Erbringung von sonstigen Dienstleistungen der Unterhaltung und der Erholung a.n.g.	Amusement and recreation activities n.e.c.
5	93.291	2025	Exploitatie van kermisattracties	Exploitation d’attractions foraines	Betrieb von Jahrmarktattraktionen	Operation of fairground amusement equipment
7	93.29101	2025	Kermisattracties	Attractions foraines	Jahrmarktattraktionen	Fairground attractions
5	93.292	2025	Exploitatie van snooker- en biljartzalen	Exploitation de salles de billard et de snooker	Betrieb von Snooker- und Billardsälen	Operation of billiard and snooker halls
5	93.293	2025	Exploitatie van recreatiedomeinen	Exploitation de domaines récréatifs	Betrieb von Freizeitdomänen	Operation of recreational areas
7	93.29301	2025	Exploitatie van al dan niet automatische spelen (flippers, elektronische spelen, enz.) waarbij in beginsel geen winst onder de vorm van speciën uitgekeerd wordt	Exploitation de jeux, automatiques ou non (flippers, jeux électroniques, baby foot, etc.) en principe sans gain d'argent	Betrieb von automatischen oder nicht automatischen Spielen (Flipper, elektronische Spiele, Tischfussball usw ;), im allgemeine ohne Geldgewinn	Operation of games, automatic or not (pinball machines, electronic games, table football, etc.) in principle without gain of money
5	93.299	2025	Overige recreatie- en ontspanningsactiviteiten, n.e.g.	Autres activités récréatives et de loisirs n.c.a.	Sonstige Freizeitaktivitäten a.n.g.	Other amusement and recreation activities n.e.c.
7	93.29901	2025	Bieden van overig amusement, n.e.g.: circussen, poppentheaters, rodeo's, klank- en lichtspelen, enz.	"Organisation d'activités récréatives n.c.a.: spectacles de cirque, spectacles de marionnettes, rodéos, spectacles ""son et lumière"", etc."	Organisation von a.n.g. Unterhaltungsaktivitäten: Zirkusveranstaltungen, Puppentheater, Rodeos, Licht- und Tonspiele usw	Organisation of recreational activities nes : circus shows, puppet shows, rodeos, sound and light shows, etc.
7	93.29902	2025	Professioneel schutter van pyrotechnische artikelen voor amusement en voor theatergebruik	Tireur professionnel d'articles pyrotechniques de divertissement et de théâtre	Fachmann im Umgang mit pyrotechnischen Erzeugnissen für Unterhaltungszwecke und Theateranwendungen	Professional shooter of pyrotechnic articles for entertainment and theatre
7	93.29903	2025	Exploitatie van strandfaciliteiten (verhuur van kleedhokjes, windschermen, ligbedden,enz)	Exploitation d'infrastructures de plage (location de cabines de bain, paravents, sièges, etc.)	Betrieb von Strandeinrichtungen (Vermietung von Strandbuden, Strandwindschutze, Liegen, usw)	Operation of beach infrastructure (rental of bathrooms, screens, seating, etc.)
7	93.29904	2025	Terbeschikkingstelling van faciliteiten voor recreatiedoeleinden, zoals fietsen, waterfietsen, roeibootjes, poney's, enz.	Mise à disposition à des fins récréatives de pédalos, barques, bicyclettes, poneys, etc.	Bereitstellung zu Freizeitzwecken von Tretbooten, Ruderbooten, Fahrrädern, Ponys usw	Provision of pedal boats, boats, bicycles, ponies, etc. for recreational purposes
7	93.29905	2025	Overige activiteiten ivm recreatie die niet elders zijn gerangschikt	Autres activités liées aux loisirs non classées ailleurs	Sonstige anderweitig nicht aufgeführte Freizeitaktivitäten	Other recreational activities n.e.c.
2	94     	2025	Activiteiten van verenigingen	Activités des organisations associatives	Interessenvertretungen sowie kirchliche und sonstige religiöse Vereinigungen, ohne Sozialwesen und Sport	Activities of membership organisations
3	94.1	2025	Activiteiten van bedrijfs-, werkgevers- en beroepsorganisaties	Activités des organisations économiques, patronales et professionnelles	Wirtschafts- und Arbeitgeberverbände, Berufsorganisationen	Activities of business, employers and professional membership organisations
4	94.11	2025	Activiteiten van bedrijfs- en werkgeversorganisaties	Activités des organisations patronales et d'entreprises	Wirtschafts- und Arbeitgeberverbände	Activities of business and employers membership organisations
5	94.110	2025	Activiteiten van bedrijfs- en werkgeversorganisaties	Activités des organisations patronales et d'entreprises	Wirtschafts- und Arbeitgeberverbände	Activities of business and employers membership organisations
4	94.12	2025	Activiteiten van beroepsorganisaties	Activités des organisations professionnelles	Berufsorganisationen	Activities of professional membership organisations
5	94.120	2025	Activiteiten van beroepsorganisaties	Activités des organisations professionnelles	Berufsorganisationen	Activities of professional membership organisations
3	94.2	2025	Activiteiten van vakbonden	Activités des syndicats de salariés	Arbeitnehmervereinigungen	Activities of trade unions
4	94.20	2025	Activiteiten van vakbonden	Activités des syndicats de salariés	Arbeitnehmervereinigungen	Activities of trade unions
5	94.200	2025	Activiteiten van vakbonden	Activités des syndicats de salariés	Arbeitnehmervereinigungen	Activities of trade unions
3	94.9	2025	Activiteiten van overige verenigingen	Activités des autres organisations associatives	Kirchliche Vereinigungen; politische Parteien sowie sonstige Interessenvertretungen und Vereinigungen	Activities of other membership organisations
4	94.91	2025	Activiteiten van religieuze organisaties	Activités des organisations religieuses	Kirchliche und sonstige religiöse Vereinigungen	Activities of religious organisations
5	94.910	2025	Activiteiten van religieuze organisaties	Activités des organisations religieuses	Kirchliche und sonstige religiöse Vereinigungen	Activities of religious organisations
4	94.92	2025	Activiteiten van politieke organisaties	Activités des organisations politiques	Politische Parteien und Vereinigungen	Activities of political organisations
5	94.920	2025	Activiteiten van politieke organisaties	Activités des organisations politiques	Politische Parteien und Vereinigungen	Activities of political organisations
4	94.99	2025	Activiteiten van overige verenigingen, n.e.g.	Activités des organisations associatives n.c.a.	Sonstige Interessenvertretungen und Vereinigungen a.n.g.	Activities of other membership organisations n.e.c.
5	94.991	2025	Verenigingen op het vlak van jeugdwerk	Associations de jeunesse	Jugendvereinigungen	Activities of  youth associations
5	94.992	2025	Verenigingen en bewegingen voor volwassenen	Associations et mouvements pour adultes	Vereinigungen und Bewegungen für Erwachsene	Associations for adults
5	94.993	2025	Verenigingen op het vlak van ziektepreventie en gezondheidsbevordering	Associations pour la prévention de la santé	Vereinigungen zur Gesundheitssorge und Gesundheitsprävention	Activities of illness prevention and health promotion associations
5	94.994	2025	Verenigingen op het vlak van milieu en mobiliteit	Associations pour l'environnement et la mobilité	Vereinigungen für Umwelt und Mobilität	Activities of environmental and mobility associations
5	94.995	2025	Verenigingen op het vlak van ontwikkelingssamenwerking	Associations pour la coopération au développement	Vereinigungen für Entwicklungszusammenarbeit	Activities of associations for development cooperation
5	94.999	2025	Overige verenigingen, n.e.g.	Autres associations n.c.a.	Interessenvertretungen a.n.g.	Activities of other associations n.e.c.
2	95     	2025	Reparatie en onderhoud van computers, consumentenartikelen, auto’s en motorfietsen	Réparation et entretien d’ordinateurs, de biens personnels et domestiques et d’automobiles et motocycles	Reparatur und Instandhaltung von Datenverarbeitungsgeräten und Gebrauchsgütern sowie von Kraftwagen und Krafträdern	Repair and maintenance of computers, personal and household goods, and motor vehicles and motorcycles
3	95.1	2025	Reparatie en onderhoud van computers en communicatieapparatuur	Réparation et entretien d’ordinateurs et d’équipements de communication	Reparatur und Instandhaltung von Datenverarbeitungs- und Telekommunikationsgeräten	Repair and maintenance of computers and communication equipment
4	95.10	2025	Reparatie en onderhoud van computers en communicatieapparatuur	Réparation et entretien d’ordinateurs et d’équipements de communication	Reparatur und Instandhaltung von Datenverarbeitungs- und Telekommunikationsgeräten	Repair and maintenance of computers and communication equipment
5	95.100	2025	Reparatie en onderhoud van computers en communicatieapparatuur	Réparation et entretien d’ordinateurs et d’équipements de communication	Reparatur und Instandhaltung von Datenverarbeitungs- und Telekommunikationsgeräten	Repair and maintenance of computers and communication equipment
7	95.10001	2025	Onderhoud en de reparatie van computers en randapparatuur	Entretien et réparation d'ordinateurs et de matériel informatique périphérique	Wartung und Reparatur von Computern und peripheren Geräten	Maintenance and repair of computers and peripheral equipment
7	95.10002	2025	Onderhoud en de reparatie van rekenmachines en overige kantoormachines	Entretien et réparation de machines comptables et autres machines de bureau	Wartung und Reparatur von Rechen- und Büromaschinen	Maintenance and repair of accounting and other office machines
3	95.2	2025	Reparatie en onderhoud van consumentenartikelen	Réparation et entretien de biens personnels et domestiques	Reparatur und Instandhaltung von Gebrauchsgütern	Repair and maintenance of personal and household goods
4	95.21	2025	Reparatie en onderhoud van consumentenelektronica	Réparation et entretien de produits électroniques grand public	Reparatur und Instandhaltung von Geräten der Unterhaltungselektronik	Repair and maintenance of consumer electronics
5	95.210	2025	Reparatie en onderhoud van consumentenelektronica	Réparation et entretien de produits électroniques grand public	Reparatur und Instandhaltung von Geräten der Unterhaltungselektronik	Repair and maintenance of consumer electronics
7	95.21001	2025	Reparatie van audio- en videoapparatuur	Réparation d'appareils audio et vidéo	Reparatur von Audio- und Videogeräten	Repair of audio and video equipment
4	95.22	2025	Reparatie en onderhoud van huishoudapparaten en van werktuigen voor gebruik in huis en tuin	Réparation et entretien d’appareils électroménagers et d’équipements pour la maison et le jardin	Reparatur und Instandhaltung von elektrischen Haushaltsgeräten und Gartengeräten	Repair and maintenance of household appliances and home and garden equipment
